CALLE;NUMERO;M2;DOLARES;U_S_M2;AMBIENTES;ANTIGUEDAD;ORIENT;BAULERA;COCHERA;BAÑOS;LAVADERO;TERRAZA;BARRIO;COMUNA;LON;LAT
AGUERO;1400;85;92000;1082.4;0;15;;;SI;;;;RECOLETA;2;-58.408770933605695;-34.594534961318722
AGUERO;1600;95;134000;1410.5;3;0;;;;;;;RECOLETA;2;-58.407726096977413;-34.592562450400969
AGUERO;1800;46;72000;1565.2;2;55;;;;1;SI;PATIO;RECOLETA;2;-58.406021588453704;-34.591003039293497
AGUERO;1900;30;45000;1500.0;1;0;;;;1;SI;TERRAZA;RECOLETA;2;-58.405219689396546;-34.59041114487902
AGUERO;2100;60;75000;1250.0;3;A ESTRENAR;;;;2;;BALCON;RECOLETA;2;-58.402906243612534;-34.588710497185112
AGUERO;2100;80;95000;1187.5;3;0;FRENTE;;;;;BALCON TERRAZA;RECOLETA;2;-58.402906243612534;-34.588710497185112
AGUERO;2200;94;155000;1648.9;3;0;;;;;;;RECOLETA;2;-58.401867526773984;-34.587944955231904
AGUERO;2345;88;118000;1340.9;0;0;CONTRAFRENTE;;;;;BALCON;RECOLETA;2;-58.399721094121347;-34.586010870965197
AGUERO;2900;160;150000;937.5;3;30;;;SI;;SI;BALCON TERRAZA;RECOLETA;2;-58.39685492444459;-34.584243394968034
AGUILAR;2500;70;93000;1328.6;3;0;;;;;;;COLEGIALES;13;-58.447204159198698;-34.568840646372514
AGUILAR;2657;70;92800;1325.7;3;0;;;SI;2;SI;BALCON;COLEGIALES;13;-58.448960581998058;-34.571308579073012
AGUILAR;2842;56;56900;1016.1;4;30;CONTRAFRENTE;;;;SI;;COLEGIALES;13;-58.450751756579301;-34.572828457385413
AGUIRRE;300;60;77000;1283.3;3;6;CONTRAFRENTE;;;2;SI;BALCON;VILLA CRESPO;15;-58.434181628753613;-34.599450762559442
AGUIRRE;500;65;67500;1038.5;3;30;FRENTE;;;;SI;BALCON;VILLA CRESPO;15;-58.435633820295131;-34.597898755782573
AIZPURUA;2700;62;56000;903.2;3;A ESTRENAR;;SI;SI;;;;VILLA URQUIZA;12;-58.495827496416538;-34.577209819907011
AIZPURUA;3100;35;38000;1085.7;2;35;LATERAL;;;1;SI;;VILLA URQUIZA;12;-58.498375567758757;-34.57404218231035
AIZPURUA;3200;71;59500;838.0;0;0;;;;;;;VILLA URQUIZA;12;-58.499152813825717;-34.573092847782966
ALBARIÑO;1000;70;58500;835.7;3;A ESTRENAR;;;;;;;MATADEROS;9;-58.500141226658727;-34.647392567167316
ALBERDI, JUAN BAUTISTA;100;100;83000;830.0;4;0;FRENTE;;;2;SI;BALCON;CABALLITO;6;-58.429131694047875;-34.622425323400741
ALBERDI, JUAN BAUTISTA;100;108;110000;1018.5;0;0;;;;2;;;CABALLITO;6;-58.429131694047875;-34.622425323400741
ALBERDI, JUAN BAUTISTA;200;71;72000;1014.1;3;25;CONTRAFRENTE;;;1;SI;;CABALLITO;6;-58.430689401393401;-34.622671890010167
ALBERDI, JUAN BAUTISTA;316;51;65600;1286.3;2;A ESTRENAR;;;;1;;BALCON TERRAZA;CABALLITO;6;-58.432335103941902;-34.622925219932526
ALBERDI, JUAN BAUTISTA;316;77;98100;1274.0;3;0;;;SI;2;;BALCON TERRAZA;CABALLITO;6;-58.432335103941902;-34.622925219932526
ALBERDI, JUAN BAUTISTA;800;68;60000;882.4;3;0;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.439441219034258;-34.623175663153788
ALBERDI, JUAN BAUTISTA;900;81;76900;949.4;3;35;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.440829667342442;-34.623037648825949
ALBERDI, JUAN BAUTISTA;1000;59;55000;932.2;3;0;;;;;;BALCON;CABALLITO;6;-58.441868435277989;-34.622981071576795
ALBERDI, JUAN BAUTISTA;1100;100;92500;925.0;0;0;;;;;;;CABALLITO;6;-58.443654180853272;-34.623038454076855
ALBERDI, JUAN BAUTISTA;1100;96;92500;963.5;3;0;;;;2;SI;BALCON;CABALLITO;6;-58.443654180853272;-34.623038454076855
ALBERDI, JUAN BAUTISTA;1400;74;89000;1202.7;3;0;;;;;SI;;CABALLITO;6;-58.447791088153764;-34.625501809135052
ALBERDI, JUAN BAUTISTA;1400;65;72000;1107.7;3;45;FRENTE;;;;SI;BALCON;CABALLITO;6;-58.447791088153764;-34.625501809135052
ALBERDI, JUAN BAUTISTA;1600;70;72000;1028.6;3;0;;;;;;;CABALLITO;6;-58.450864057085155;-34.627039031975471
ALBERDI, JUAN BAUTISTA;1700;80;80500;1006.3;3;A ESTRENAR;;;;2;;BALCON;CABALLITO;6;-58.452735864977242;-34.628014304220919
ALBERDI, JUAN BAUTISTA;2100;78;72000;923.1;3;23;CONTRAFRENTE;;;;SI;BALCON;FLORES;7;-58.457517201665048;-34.630099600196331
ALBERDI, JUAN BAUTISTA;2135;110;87000;790.9;4;30;;SI;;2;;BALCON;FLORES;7;-58.45807181880339;-34.629985520010884
ALBERDI, JUAN BAUTISTA;2300;112;115000;1026.8;0;0;;;SI;;;BALCON;FLORES;7;-58.460025538060755;-34.630891003090262
ALBERDI, JUAN BAUTISTA;2300;82;89000;1085.4;0;0;;SI;SI;2;;;FLORES;7;-58.460025538060755;-34.630891003090262
ALBERDI, JUAN BAUTISTA;2300;68;53000;779.4;3;50;CONTRAFRENTE;;;;SI;;FLORES;7;-58.460025538060755;-34.630891003090262
ALBERDI, JUAN BAUTISTA;2300;47;42000;893.6;3;35;;;;;;;FLORES;7;-58.460025538060755;-34.630891003090262
ALBERDI, JUAN BAUTISTA;2400;79;72000;911.4;3;A ESTRENAR;;;;2;SI;BALCON;FLORES;7;-58.46163995919423;-34.631376629263116
ALBERDI, JUAN BAUTISTA;2400;80;92000;1150.0;3;0;;;;;;;FLORES;7;-58.46163995919423;-34.631376629263116
ALBERDI, JUAN BAUTISTA;2500;51;45000;882.4;3;45;FRENTE;;;;SI;BALCON;FLORES;7;-58.463044068694821;-34.631800157553194
ALBERDI, JUAN BAUTISTA;2600;85;73000;858.8;4;0;FRENTE;;SI;;;;FLORES;7;-58.464386960572632;-34.632213796340466
ALBERDI, JUAN BAUTISTA;2700;60;52000;866.7;3;0;;;;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;75;68000;906.7;0;0;FRENTE;;;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;65;65000;1000.0;0;0;FRENTE;;SI;;;;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;66;49500;750.0;3;25;CONTRAFRENTE;;;;SI;BALCON;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;2700;88;67800;770.5;3;35;FRENTE;SI;;;SI;PATIO;FLORES;7;-58.465704503818017;-34.632615982266728
ALBERDI, JUAN BAUTISTA;3800;70;44000;628.6;0;0;;;;;;;PARQUE AVELLANEDA;9;-58.478441208933276;-34.637102002236688
ALBERDI, JUAN BAUTISTA;4100;71;45000;633.8;3;0;FRENTE;;;;;BALCON;PARQUE AVELLANEDA;9;-58.48277425126961;-34.639085004915209
ALBERDI, JUAN BAUTISTA;4100;65;49500;761.5;3;0;;;;2;SI;BALCON TERRAZA;PARQUE AVELLANEDA;9;-58.48277425126961;-34.639085004915209
